,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,price_per_product,profit_per_product,loss,discount
1001,Same Day,Consumer,United States,New York City,New York,East,Technology,Accessories,2309.65,7,0.0,762.1845,NY,329.95,108.8835,0.0,No Discount
1009,First Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,95.984,2,0.2,5.999,IL,47.992,2.9995,0.0,Discount
1014,Second Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,99.6,1,0.0,36.852,WA,99.6,36.852,0.0,No Discount
1018,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,124.95,5,0.0,2.499,NY,24.990000000000002,0.4998,0.0,No Discount
1022,Standard Class,Consumer,United States,Washington,District of Columbia,East,Technology,Machines,1379.92,8,0.0,648.5624,DC,172.49,81.0703,0.0,No Discount
1027,Second Class,Home Office,United States,Springfield,Ohio,East,Technology,Phones,15.588,2,0.4,-9.8724,OH,7.794,-4.9362,-9.8724,Discount
1029,Standard Class,Corporate,United States,Hackensack,New Jersey,East,Technology,Phones,197.97,3,0.0,57.4113,NJ,65.99,19.1371,0.0,No Discount
1041,Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,31.86,2,0.0,11.151,NY,15.93,5.5755,0.0,No Discount
1046,Standard Class,Consumer,United States,Miami,Florida,South,Technology,Phones,1363.96,5,0.2,85.2475,FL,272.79200000000003,17.049500000000002,0.0,Discount
1048,Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,1113.504,12,0.2,125.2692,CA,92.79199999999999,10.4391,0.0,Discount
1049,Second Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,99.99,1,0.0,37.9962,CA,99.99,37.9962,0.0,No Discount
1064,Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Phones,118.782,3,0.4,-27.7158,OH,39.594,-9.2386,-27.7158,Discount
1075,Standard Class,Consumer,United States,Mesa,Arizona,West,Technology,Accessories,31.984,2,0.2,1.999,AZ,15.992,0.9995,0.0,Discount
1085,Standard Class,Consumer,United States,Yonkers,New York,East,Technology,Machines,4899.93,7,0.0,2400.9657,NY,699.99,342.99510000000004,0.0,No Discount
1087,Second Class,Corporate,United States,Oakland,California,West,Technology,Phones,71.976,3,0.2,7.1976,CA,23.992,2.3992,0.0,Discount
1090,Standard Class,Corporate,United States,Monroe,North Carolina,South,Technology,Phones,71.984,2,0.2,25.1944,NC,35.992,12.5972,0.0,Discount
1092,Standard Class,Consumer,United States,San Diego,California,West,Technology,Phones,219.184,2,0.2,19.1786,CA,109.592,9.5893,0.0,Discount
1100,First Class,Home Office,United States,San Francisco,California,West,Technology,Accessories,29.29,1,0.0,9.6657,CA,29.29,9.6657,0.0,No Discount
1110,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,71.96,5,0.2,25.186,TX,14.392,5.0372,0.0,Discount
1115,Second Class,Consumer,United States,Encinitas,California,West,Technology,Accessories,119.98,2,0.0,57.5904,CA,59.99,28.7952,0.0,No Discount
1118,Standard Class,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,619.95,5,0.0,111.591,GA,123.99000000000001,22.318199999999997,0.0,No Discount
1121,Standard Class,Consumer,United States,Jonesboro,Arkansas,South,Technology,Phones,699.93,7,0.0,181.9818,AR,99.99,25.9974,0.0,No Discount
1144,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,686.32,2,0.2,223.054,CA,343.16,111.527,0.0,Discount
1149,Same Day,Consumer,United States,Lansing,Michigan,Central,Technology,Phones,10.95,1,0.0,0.438,MI,10.95,0.438,0.0,No Discount
1150,Same Day,Consumer,United States,Lansing,Michigan,Central,Technology,Copiers,599.98,2,0.0,209.993,MI,299.99,104.9965,0.0,No Discount
1162,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,9.99,1,0.0,4.5954,NY,9.99,4.5954,0.0,No Discount
1166,Same Day,Consumer,United States,Seattle,Washington,West,Technology,Accessories,447.93,9,0.0,49.2723,WA,49.77,5.4747,0.0,No Discount
1178,Standard Class,Consumer,United States,Rockville,Maryland,East,Technology,Phones,179.97,3,0.0,44.9925,MD,59.99,14.9975,0.0,No Discount
1179,Second Class,Home Office,United States,Houston,Texas,Central,Technology,Accessories,258.696,3,0.2,64.674,TX,86.23200000000001,21.558000000000003,0.0,Discount
1180,Standard Class,Consumer,United States,Lakewood,New Jersey,East,Technology,Phones,1322.93,7,0.0,357.1911,NJ,188.99,51.027300000000004,0.0,No Discount
1183,First Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,7.92,5,0.2,0.693,NC,1.584,0.1386,0.0,Discount
1189,Second Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,889.536,8,0.2,66.7152,CA,111.192,8.3394,0.0,Discount
1197,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,431.928,9,0.2,64.7892,TX,47.992,7.198799999999999,0.0,Discount
1205,First Class,Consumer,United States,Charlotte,North Carolina,South,Technology,Phones,271.96,5,0.2,16.9975,NC,54.391999999999996,3.3994999999999997,0.0,Discount
1216,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,95.88,3,0.2,28.764,PA,31.959999999999997,9.588,0.0,Discount
1218,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,258.696,3,0.2,64.674,PA,86.23200000000001,21.558000000000003,0.0,Discount
1219,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,1931.958,7,0.4,-386.3916,PA,275.994,-55.1988,-386.3916,Discount
1221,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,255.936,8,0.2,28.7928,CA,31.992,3.5991,0.0,Discount
1223,First Class,Consumer,United States,New York City,New York,East,Technology,Accessories,78.15,1,0.0,34.386,NY,78.15,34.386,0.0,No Discount
1233,First Class,Corporate,United States,Cincinnati,Ohio,East,Technology,Copiers,839.988,2,0.4,69.999,OH,419.994,34.9995,0.0,Discount
1241,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,22.0,4,0.0,5.5,NY,5.5,1.375,0.0,No Discount
1252,Standard Class,Consumer,United States,Milwaukee,Wisconsin,Central,Technology,Phones,1099.96,4,0.0,285.9896,WI,274.99,71.4974,0.0,No Discount
1254,Standard Class,Home Office,United States,Chester,Pennsylvania,East,Technology,Phones,35.91,3,0.4,-8.379,PA,11.969999999999999,-2.7929999999999997,-8.379,Discount
1259,Second Class,Home Office,United States,Charlotte,North Carolina,South,Technology,Accessories,255.68,8,0.2,76.704,NC,31.96,9.588,0.0,Discount
1260,Standard Class,Consumer,United States,Jacksonville,Florida,South,Technology,Phones,863.88,3,0.2,107.985,FL,287.96,35.995,0.0,Discount
1263,First Class,Consumer,United States,La Porte,Indiana,Central,Technology,Phones,69.9,2,0.0,18.873,IN,34.95,9.4365,0.0,No Discount
1276,Same Day,Consumer,United States,Fort Worth,Texas,Central,Technology,Accessories,63.992,1,0.2,-7.1991,TX,63.992,-7.1991,-7.1991,Discount
1278,First Class,Corporate,United States,Macon,Georgia,South,Technology,Accessories,32.97,3,0.0,12.8583,GA,10.99,4.2861,0.0,No Discount
1279,First Class,Corporate,United States,Macon,Georgia,South,Technology,Accessories,83.88,4,0.0,30.1968,GA,20.97,7.5492,0.0,No Discount
1280,First Class,Consumer,United States,Cedar Rapids,Iowa,Central,Technology,Phones,278.4,3,0.0,80.736,IA,92.8,26.912000000000003,0.0,No Discount
1298,Second Class,Corporate,United States,Saint Paul,Minnesota,Central,Technology,Phones,114.95,5,0.0,2.299,MN,22.990000000000002,0.4598,0.0,No Discount
1304,Standard Class,Consumer,United States,Columbus,Georgia,South,Technology,Phones,287.97,3,0.0,77.7519,GA,95.99000000000001,25.9173,0.0,No Discount
1305,Second Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,419.944,7,0.2,52.493,TX,59.992000000000004,7.4990000000000006,0.0,Discount
1317,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,14.2,1,0.2,3.3725,PA,14.2,3.3725,0.0,Discount
1318,Standard Class,Corporate,United States,Deltona,Florida,South,Technology,Phones,575.92,2,0.2,71.99,FL,287.96,35.995,0.0,Discount
1330,Standard Class,Home Office,United States,Lorain,Ohio,East,Technology,Phones,2.97,1,0.4,-0.6435,OH,2.97,-0.6435,-0.6435,Discount
1338,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,677.58,3,0.0,176.1708,NY,225.86,58.723600000000005,0.0,No Discount
1340,First Class,Corporate,United States,Jacksonville,North Carolina,South,Technology,Machines,695.7,2,0.5,-27.828,NC,347.85,-13.914,-27.828,Discount
1352,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,183.96,5,0.2,20.6955,CA,36.792,4.1391,0.0,Discount
1362,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,309.576,4,0.4,-56.7556,PA,77.394,-14.1889,-56.7556,Discount
1364,First Class,Corporate,United States,Tucson,Arizona,West,Technology,Machines,95.994,2,0.7,-63.996,AZ,47.997,-31.998,-63.996,Discount
1365,First Class,Corporate,United States,Tucson,Arizona,West,Technology,Accessories,239.952,6,0.2,-35.9928,AZ,39.992,-5.9988,-35.9928,Discount
1366,First Class,Corporate,United States,Tucson,Arizona,West,Technology,Phones,201.584,2,0.2,15.1188,AZ,100.792,7.5594,0.0,Discount
1371,Standard Class,Home Office,United States,Clinton,Maryland,East,Technology,Accessories,49.08,3,0.0,4.908,MD,16.36,1.6360000000000001,0.0,No Discount
1378,Second Class,Consumer,United States,Pleasant Grove,Utah,West,Technology,Phones,399.96,5,0.2,34.9965,UT,79.99199999999999,6.9993,0.0,Discount
1388,Same Day,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,104.85,3,0.0,28.3095,GA,34.949999999999996,9.4365,0.0,No Discount
1389,Same Day,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,484.83,3,0.0,126.0558,GA,161.60999999999999,42.0186,0.0,No Discount
1398,First Class,Consumer,United States,New York City,New York,East,Technology,Accessories,88.4,4,0.0,11.492,NY,22.1,2.873,0.0,No Discount
1400,Standard Class,Home Office,United States,Salem,Virginia,South,Technology,Phones,21.8,2,0.0,6.104,VA,10.9,3.052,0.0,No Discount
1406,First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897,PA,58.392,10.9485,0.0,Discount
1414,Second Class,Home Office,United States,Costa Mesa,California,West,Technology,Accessories,239.97,3,0.0,26.3967,CA,79.99,8.7989,0.0,No Discount
1416,First Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293,TX,135.192,16.899,0.0,Discount
1417,First Class,Corporate,United States,Houston,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13,TX,50.4,10.71,0.0,Discount
1424,Standard Class,Corporate,United States,Mesa,Arizona,West,Technology,Phones,263.96,5,0.2,23.0965,AZ,52.791999999999994,4.6193,0.0,Discount
1430,Standard Class,Consumer,United States,Columbus,Ohio,East,Technology,Phones,220.752,8,0.4,-40.4712,OH,27.594,-5.0589,-40.4712,Discount
1437,Same Day,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,263.88,3,0.2,42.8805,TX,87.96,14.2935,0.0,Discount
1444,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,1979.928,9,0.2,148.4946,IL,219.99200000000002,16.499399999999998,0.0,Discount
1447,First Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,47.984,2,0.2,5.998,IL,23.992,2.999,0.0,Discount
1449,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,88.752,3,0.2,11.094,CA,29.584,3.698,0.0,Discount
1454,First Class,Corporate,United States,Mobile,Alabama,South,Technology,Machines,3040.0,8,0.0,1459.2,AL,380.0,182.4,0.0,No Discount
1462,First Class,Corporate,United States,Pasadena,Texas,Central,Technology,Accessories,159.984,2,0.2,43.9956,TX,79.992,21.9978,0.0,Discount
1466,Standard Class,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,95.976,3,0.2,-10.7973,AZ,31.992,-3.5991,-10.7973,Discount
1467,Same Day,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,255.968,4,0.2,31.996,FL,63.992,7.999,0.0,Discount
1478,First Class,Consumer,United States,Westminster,California,West,Technology,Phones,31.968,4,0.2,2.3976,CA,7.992,0.5994,0.0,Discount
1484,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,177.0,3,0.0,30.09,WA,59.0,10.03,0.0,No Discount
1486,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,1212.848,7,0.2,106.1242,CA,173.26399999999998,15.1606,0.0,Discount
1487,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,89.97,3,0.0,37.7874,CA,29.99,12.595799999999999,0.0,No Discount
1502,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,33.52,2,0.2,3.352,CA,16.76,1.676,0.0,Discount
1507,Standard Class,Consumer,United States,Columbus,Georgia,South,Technology,Machines,396.0,4,0.0,190.08,GA,99.0,47.52,0.0,No Discount
1537,Second Class,Consumer,United States,Everett,Massachusetts,East,Technology,Phones,39.99,1,0.0,11.5971,MA,39.99,11.5971,0.0,No Discount
1549,First Class,Consumer,United States,New York City,New York,East,Technology,Copiers,559.992,1,0.2,174.9975,NY,559.992,174.9975,0.0,Discount
1555,Standard Class,Consumer,United States,Long Beach,New York,East,Technology,Accessories,91.96,4,0.0,39.5428,NY,22.99,9.8857,0.0,No Discount
1565,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,453.576,3,0.2,39.6879,WA,151.192,13.2293,0.0,Discount
1566,First Class,Consumer,United States,Allen,Texas,Central,Technology,Accessories,21.48,3,0.2,-0.2685,TX,7.16,-0.08950000000000001,-0.2685,Discount
1572,First Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,29.99,1,0.0,6.2979,CA,29.99,6.2979,0.0,No Discount
1574,First Class,Consumer,United States,El Paso,Texas,Central,Technology,Phones,40.68,3,0.2,-9.153,TX,13.56,-3.051,-9.153,Discount
1579,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,307.98,2,0.0,89.3142,NY,153.99,44.6571,0.0,No Discount
1585,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,979.95,5,0.0,274.386,NY,195.99,54.8772,0.0,No Discount
1588,First Class,Consumer,United States,New York City,New York,East,Technology,Accessories,247.8,4,0.0,34.692,NY,61.95,8.673,0.0,No Discount
1592,Second Class,Consumer,United States,Olympia,Washington,West,Technology,Phones,201.568,4,0.2,22.6764,WA,50.392,5.6691,0.0,Discount
1604,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,39.96,5,0.2,12.987,CA,7.992,2.5974,0.0,Discount
1611,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,201.584,2,0.2,20.1584,CA,100.792,10.0792,0.0,Discount
1612,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,83.984,2,0.2,31.494,CA,41.992,15.747,0.0,Discount
1614,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,83.976,3,0.2,-13.6461,PA,27.992,-4.5487,-13.6461,Discount
1623,Standard Class,Consumer,United States,Kent,Washington,West,Technology,Accessories,50.0,2,0.0,10.5,WA,25.0,5.25,0.0,No Discount
1624,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,675.96,5,0.2,84.495,CA,135.192,16.899,0.0,Discount
1625,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,1265.85,3,0.0,556.974,CA,421.95,185.65800000000002,0.0,No Discount
1634,Same Day,Consumer,United States,Cleveland,Ohio,East,Technology,Accessories,58.112,2,0.2,7.264,OH,29.056,3.632,0.0,Discount
1637,Standard Class,Consumer,United States,Tigard,Oregon,West,Technology,Phones,438.336,4,0.2,-87.6672,OR,109.584,-21.9168,-87.6672,Discount
1644,First Class,Corporate,United States,Seattle,Washington,West,Technology,Copiers,3149.93,7,0.0,1480.4671,WA,449.98999999999995,211.49530000000001,0.0,No Discount
1646,First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,35.36,2,0.2,-3.094,PA,17.68,-1.547,-3.094,Discount
1649,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,45.894,1,0.4,-9.1788,PA,45.894,-9.1788,-9.1788,Discount
1653,First Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,132.52,4,0.0,54.3332,WA,33.13,13.5833,0.0,No Discount
1658,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,160.776,3,0.2,10.0485,CA,53.592000000000006,3.3495000000000004,0.0,Discount
1661,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,677.58,5,0.4,-158.102,PA,135.51600000000002,-31.6204,-158.102,Discount
1664,Second Class,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,297.576,3,0.2,-7.4394,TX,99.19200000000001,-2.4798,-7.4394,Discount
1666,Second Class,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,94.992,2,0.2,-2.3748,TX,47.496,-1.1874,-2.3748,Discount
1670,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,16.68,3,0.2,5.2125,TX,5.56,1.7375,0.0,Discount
1671,First Class,Corporate,United States,North Las Vegas,Nevada,West,Technology,Accessories,58.58,2,0.0,19.3314,NA,29.29,9.6657,0.0,No Discount
1672,Standard Class,Consumer,United States,Plano,Texas,Central,Technology,Phones,167.968,4,0.2,62.988,TX,41.992,15.747,0.0,Discount
